VTX, IDX, in_Position0.x, in_Position0.y, in_Position0.z, in_Texcoord0.x, in_Texcoord0.y, in_Color0.x, in_Color0.y, in_Color0.z, in_Color0.w
456, 10669, -11366.14746,  31981.27734, -4242.625,  0.69565,  0.875,  0.01176,  0.01176,  0.01176,  1.00
457, 10694, -19573.10742,  27728.77344, -8485.25,  0.65217,  0.75,  0.05882,  0.05882,  0.05882,  1.00
458, 10670, -19573.10742,  27728.77344, -4242.625,  0.65217,  0.875,  0.01176,  0.01176,  0.01176,  1.00
459, 10669, -11366.14746,  31981.27734, -4242.625,  0.69565,  0.875,  0.01176,  0.01176,  0.01176,  1.00
460, 10693, -11366.14746,  31981.27734, -8485.25,  0.69565,  0.75,  0.05882,  0.05882,  0.05882,  1.00
461, 10694, -19573.10742,  27728.77344, -8485.25,  0.65217,  0.75,  0.05882,  0.05882,  0.05882,  1.00
462, 10670, -19573.10742,  27728.77344, -4242.625,  0.65217,  0.875,  0.01176,  0.01176,  0.01176,  1.00
463, 10695, -26328.41797,  21419.75586, -8485.25,  0.6087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
464, 10671, -26328.41797,  21419.75586, -4242.625,  0.6087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
465, 10670, -19573.10742,  27728.77344, -4242.625,  0.65217,  0.875,  0.01176,  0.01176,  0.01176,  1.00
466, 10694, -19573.10742,  27728.77344, -8485.25,  0.65217,  0.75,  0.05882,  0.05882,  0.05882,  1.00
467, 10695, -26328.41797,  21419.75586, -8485.25,  0.6087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
468, 10671, -26328.41797,  21419.75586, -4242.625,  0.6087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
469, 10696, -31131.06836,  13522.13281, -8485.25,  0.56522,  0.75,  0.05882,  0.05882,  0.05882,  1.00
470, 10672, -31131.06836,  13522.13281, -4242.625,  0.56522,  0.875,  0.01176,  0.01176,  0.01176,  1.00
471, 10671, -26328.41797,  21419.75586, -4242.625,  0.6087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
472, 10695, -26328.41797,  21419.75586, -8485.25,  0.6087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
473, 10696, -31131.06836,  13522.13281, -8485.25,  0.56522,  0.75,  0.05882,  0.05882,  0.05882,  1.00
474, 10672, -31131.06836,  13522.13281, -4242.625,  0.56522,  0.875,  0.01176,  0.01176,  0.01176,  1.00
475, 10697, -33624.87109,  4621.62842, -8485.25,  0.52174,  0.75,  0.05882,  0.05882,  0.05882,  1.00
476, 10673, -33624.87109,  4621.62842, -4242.625,  0.52174,  0.875,  0.01176,  0.01176,  0.01176,  1.00
477, 10672, -31131.06836,  13522.13281, -4242.625,  0.56522,  0.875,  0.01176,  0.01176,  0.01176,  1.00
478, 10696, -31131.06836,  13522.13281, -8485.25,  0.56522,  0.75,  0.05882,  0.05882,  0.05882,  1.00
479, 10697, -33624.87109,  4621.62842, -8485.25,  0.52174,  0.75,  0.05882,  0.05882,  0.05882,  1.00
480, 10673, -33624.87109,  4621.62842, -4242.625,  0.52174,  0.875,  0.01176,  0.01176,  0.01176,  1.00
481, 10698, -33624.87109, -4621.63428, -8485.25,  0.47826,  0.75,  0.05882,  0.05882,  0.05882,  1.00
482, 10674, -33624.87109, -4621.63428, -4242.625,  0.47826,  0.875,  0.01176,  0.01176,  0.01176,  1.00
483, 10673, -33624.87109,  4621.62842, -4242.625,  0.52174,  0.875,  0.01176,  0.01176,  0.01176,  1.00
484, 10697, -33624.87109,  4621.62842, -8485.25,  0.52174,  0.75,  0.05882,  0.05882,  0.05882,  1.00
485, 10698, -33624.87109, -4621.63428, -8485.25,  0.47826,  0.75,  0.05882,  0.05882,  0.05882,  1.00
486, 10674, -33624.87109, -4621.63428, -4242.625,  0.47826,  0.875,  0.01176,  0.01176,  0.01176,  1.00
487, 10699, -31131.06836, -13522.13086, -8485.25,  0.43478,  0.75,  0.05882,  0.05882,  0.05882,  1.00
488, 10675, -31131.06836, -13522.13086, -4242.625,  0.43478,  0.875,  0.01176,  0.01176,  0.01176,  1.00
489, 10674, -33624.87109, -4621.63428, -4242.625,  0.47826,  0.875,  0.01176,  0.01176,  0.01176,  1.00
490, 10698, -33624.87109, -4621.63428, -8485.25,  0.47826,  0.75,  0.05882,  0.05882,  0.05882,  1.00
491, 10699, -31131.06836, -13522.13086, -8485.25,  0.43478,  0.75,  0.05882,  0.05882,  0.05882,  1.00
492, 10675, -31131.06836, -13522.13086, -4242.625,  0.43478,  0.875,  0.01176,  0.01176,  0.01176,  1.00
493, 10700, -26328.41797, -21419.75391, -8485.25,  0.3913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
494, 10676, -26328.41797, -21419.75391, -4242.625,  0.3913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
495, 10675, -31131.06836, -13522.13086, -4242.625,  0.43478,  0.875,  0.01176,  0.01176,  0.01176,  1.00
496, 10699, -31131.06836, -13522.13086, -8485.25,  0.43478,  0.75,  0.05882,  0.05882,  0.05882,  1.00
497, 10700, -26328.41797, -21419.75391, -8485.25,  0.3913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
498, 10676, -26328.41797, -21419.75391, -4242.625,  0.3913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
499, 10701, -19573.10156, -27728.7793, -8485.25,  0.34783,  0.75,  0.05882,  0.05882,  0.05882,  1.00
500, 10677, -19573.10156, -27728.7793, -4242.625,  0.34783,  0.875,  0.01176,  0.01176,  0.01176,  1.00
501, 10676, -26328.41797, -21419.75391, -4242.625,  0.3913,  0.875,  0.01176,  0.01176,  0.01176,  1.00
502, 10700, -26328.41797, -21419.75391, -8485.25,  0.3913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
503, 10701, -19573.10156, -27728.7793, -8485.25,  0.34783,  0.75,  0.05882,  0.05882,  0.05882,  1.00
504, 10677, -19573.10156, -27728.7793, -4242.625,  0.34783,  0.875,  0.01176,  0.01176,  0.01176,  1.00
505, 10702, -11366.14648, -31981.27734, -8485.25,  0.30435,  0.75,  0.05882,  0.05882,  0.05882,  1.00
506, 10678, -11366.14648, -31981.27734, -4242.625,  0.30435,  0.875,  0.01176,  0.01176,  0.01176,  1.00
507, 10677, -19573.10156, -27728.7793, -4242.625,  0.34783,  0.875,  0.01176,  0.01176,  0.01176,  1.00
508, 10701, -19573.10156, -27728.7793, -8485.25,  0.34783,  0.75,  0.05882,  0.05882,  0.05882,  1.00
509, 10702, -11366.14648, -31981.27734, -8485.25,  0.30435,  0.75,  0.05882,  0.05882,  0.05882,  1.00
510, 10678, -11366.14648, -31981.27734, -4242.625,  0.30435,  0.875,  0.01176,  0.01176,  0.01176,  1.00
511, 10703, -2316.21484, -33861.875, -8485.25,  0.26087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
512, 10679, -2316.21484, -33861.875, -4242.625,  0.26087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
513, 10678, -11366.14648, -31981.27734, -4242.625,  0.30435,  0.875,  0.01176,  0.01176,  0.01176,  1.00
514, 10702, -11366.14648, -31981.27734, -8485.25,  0.30435,  0.75,  0.05882,  0.05882,  0.05882,  1.00
515, 10703, -2316.21484, -33861.875, -8485.25,  0.26087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
516, 10679, -2316.21484, -33861.875, -4242.625,  0.26087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
517, 10704,  6905.49951, -33231.09375, -8485.25,  0.21739,  0.75,  0.05882,  0.05882,  0.05882,  1.00
518, 10680,  6905.49951, -33231.09375, -4242.625,  0.21739,  0.875,  0.01176,  0.01176,  0.01176,  1.00
519, 10679, -2316.21484, -33861.875, -4242.625,  0.26087,  0.875,  0.01176,  0.01176,  0.01176,  1.00
520, 10703, -2316.21484, -33861.875, -8485.25,  0.26087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
521, 10704,  6905.49951, -33231.09375, -8485.25,  0.21739,  0.75,  0.05882,  0.05882,  0.05882,  1.00
522, 10680,  6905.49951, -33231.09375, -4242.625,  0.21739,  0.875,  0.01176,  0.01176,  0.01176,  1.00
523, 10705,  15615.06543, -30135.71484, -8485.25,  0.17391,  0.75,  0.05882,  0.05882,  0.05882,  1.00
524, 10681,  15615.06543, -30135.71484, -4242.625,  0.17391,  0.875,  0.01176,  0.01176,  0.01176,  1.00
525, 10680,  6905.49951, -33231.09375, -4242.625,  0.21739,  0.875,  0.01176,  0.01176,  0.01176,  1.00
526, 10704,  6905.49951, -33231.09375, -8485.25,  0.21739,  0.75,  0.05882,  0.05882,  0.05882,  1.00
527, 10705,  15615.06543, -30135.71484, -8485.25,  0.17391,  0.75,  0.05882,  0.05882,  0.05882,  1.00
528, 10681,  15615.06543, -30135.71484, -4242.625,  0.17391,  0.875,  0.01176,  0.01176,  0.01176,  1.00
529, 10706,  23166.5332, -24805.30664, -8485.25,  0.13043,  0.75,  0.05882,  0.05882,  0.05882,  1.00
530, 10682,  23166.5332, -24805.30664, -4242.625,  0.13043,  0.875,  0.01176,  0.01176,  0.01176,  1.00
531, 10681,  15615.06543, -30135.71484, -4242.625,  0.17391,  0.875,  0.01176,  0.01176,  0.01176,  1.00
532, 10705,  15615.06543, -30135.71484, -8485.25,  0.17391,  0.75,  0.05882,  0.05882,  0.05882,  1.00
533, 10706,  23166.5332, -24805.30664, -8485.25,  0.13043,  0.75,  0.05882,  0.05882,  0.05882,  1.00
534, 10682,  23166.5332, -24805.30664, -4242.625,  0.13043,  0.875,  0.01176,  0.01176,  0.01176,  1.00
535, 10707,  28999.85352, -17635.19141, -8485.25,  0.08696,  0.75,  0.05882,  0.05882,  0.05882,  1.00
536, 10683,  28999.85352, -17635.19141, -4242.625,  0.08696,  0.875,  0.01176,  0.01176,  0.01176,  1.00
537, 10682,  23166.5332, -24805.30664, -4242.625,  0.13043,  0.875,  0.01176,  0.01176,  0.01176,  1.00
538, 10706,  23166.5332, -24805.30664, -8485.25,  0.13043,  0.75,  0.05882,  0.05882,  0.05882,  1.00
539, 10707,  28999.85352, -17635.19141, -8485.25,  0.08696,  0.75,  0.05882,  0.05882,  0.05882,  1.00
540, 10683,  28999.85352, -17635.19141, -4242.625,  0.08696,  0.875,  0.01176,  0.01176,  0.01176,  1.00
541, 10708,  32682.37695, -9157.16504, -8485.25,  0.04348,  0.75,  0.05882,  0.05882,  0.05882,  1.00
542, 10684,  32682.37695, -9157.16504, -4242.625,  0.04348,  0.875,  0.01176,  0.01176,  0.01176,  1.00
543, 10683,  28999.85352, -17635.19141, -4242.625,  0.08696,  0.875,  0.01176,  0.01176,  0.01176,  1.00
544, 10707,  28999.85352, -17635.19141, -8485.25,  0.08696,  0.75,  0.05882,  0.05882,  0.05882,  1.00
545, 10708,  32682.37695, -9157.16504, -8485.25,  0.04348,  0.75,  0.05882,  0.05882,  0.05882,  1.00
546, 10684,  32682.37695, -9157.16504, -4242.625,  0.04348,  0.875,  0.01176,  0.01176,  0.01176,  1.00
547, 10709,  33941.00,  0.00593, -8485.25,  0.00,  0.75,  0.05882,  0.05882,  0.05882,  1.00
548, 10685,  33941.00,  0.00593, -4242.625,  0.00,  0.875,  0.01176,  0.01176,  0.01176,  1.00
549, 10684,  32682.37695, -9157.16504, -4242.625,  0.04348,  0.875,  0.01176,  0.01176,  0.01176,  1.00
550, 10708,  32682.37695, -9157.16504, -8485.25,  0.04348,  0.75,  0.05882,  0.05882,  0.05882,  1.00
551, 10709,  33941.00,  0.00593, -8485.25,  0.00,  0.75,  0.05882,  0.05882,  0.05882,  1.00
552, 10686,  33941.00,  0.00, -8485.25,  1.00,  0.75,  0.05882,  0.05882,  0.05882,  1.00
553, 10711,  32682.375,  9157.17285, -33941.00,  0.95652,  0.25,  0.56078,  0.56078,  0.56078,  1.00
554, 10687,  32682.375,  9157.17285, -8485.25,  0.95652,  0.75,  0.05882,  0.05882,  0.05882,  1.00
555, 10686,  33941.00,  0.00, -8485.25,  1.00,  0.75,  0.05882,  0.05882,  0.05882,  1.00
556, 10710,  33941.00,  0.00, -33941.00,  1.00,  0.25,  0.56078,  0.56078,  0.56078,  1.00
557, 10711,  32682.375,  9157.17285, -33941.00,  0.95652,  0.25,  0.56078,  0.56078,  0.56078,  1.00
558, 10687,  32682.375,  9157.17285, -8485.25,  0.95652,  0.75,  0.05882,  0.05882,  0.05882,  1.00
559, 10712,  28999.84961,  17635.19922, -33941.00,  0.91304,  0.25,  0.56078,  0.56078,  0.56078,  1.00
560, 10688,  28999.84961,  17635.19922, -8485.25,  0.91304,  0.75,  0.05882,  0.05882,  0.05882,  1.00
561, 10687,  32682.375,  9157.17285, -8485.25,  0.95652,  0.75,  0.05882,  0.05882,  0.05882,  1.00
562, 10711,  32682.375,  9157.17285, -33941.00,  0.95652,  0.25,  0.56078,  0.56078,  0.56078,  1.00
563, 10712,  28999.84961,  17635.19922, -33941.00,  0.91304,  0.25,  0.56078,  0.56078,  0.56078,  1.00
564, 10688,  28999.84961,  17635.19922, -8485.25,  0.91304,  0.75,  0.05882,  0.05882,  0.05882,  1.00
565, 10713,  23166.53516,  24805.30469, -33941.00,  0.86957,  0.25,  0.56078,  0.56078,  0.56078,  1.00
566, 10689,  23166.53516,  24805.30469, -8485.25,  0.86957,  0.75,  0.05882,  0.05882,  0.05882,  1.00
567, 10688,  28999.84961,  17635.19922, -8485.25,  0.91304,  0.75,  0.05882,  0.05882,  0.05882,  1.00
568, 10712,  28999.84961,  17635.19922, -33941.00,  0.91304,  0.25,  0.56078,  0.56078,  0.56078,  1.00
569, 10713,  23166.53516,  24805.30469, -33941.00,  0.86957,  0.25,  0.56078,  0.56078,  0.56078,  1.00
570, 10689,  23166.53516,  24805.30469, -8485.25,  0.86957,  0.75,  0.05882,  0.05882,  0.05882,  1.00
571, 10714,  15615.06641,  30135.71289, -33941.00,  0.82609,  0.25,  0.56078,  0.56078,  0.56078,  1.00
572, 10690,  15615.06641,  30135.71289, -8485.25,  0.82609,  0.75,  0.05882,  0.05882,  0.05882,  1.00
573, 10689,  23166.53516,  24805.30469, -8485.25,  0.86957,  0.75,  0.05882,  0.05882,  0.05882,  1.00
574, 10713,  23166.53516,  24805.30469, -33941.00,  0.86957,  0.25,  0.56078,  0.56078,  0.56078,  1.00
575, 10714,  15615.06641,  30135.71289, -33941.00,  0.82609,  0.25,  0.56078,  0.56078,  0.56078,  1.00
576, 10690,  15615.06641,  30135.71289, -8485.25,  0.82609,  0.75,  0.05882,  0.05882,  0.05882,  1.00
577, 10715,  6905.50146,  33231.09375, -33941.00,  0.78261,  0.25,  0.56078,  0.56078,  0.56078,  1.00
578, 10691,  6905.50146,  33231.09375, -8485.25,  0.78261,  0.75,  0.05882,  0.05882,  0.05882,  1.00
579, 10690,  15615.06641,  30135.71289, -8485.25,  0.82609,  0.75,  0.05882,  0.05882,  0.05882,  1.00
580, 10714,  15615.06641,  30135.71289, -33941.00,  0.82609,  0.25,  0.56078,  0.56078,  0.56078,  1.00
581, 10715,  6905.50146,  33231.09375, -33941.00,  0.78261,  0.25,  0.56078,  0.56078,  0.56078,  1.00
582, 10691,  6905.50146,  33231.09375, -8485.25,  0.78261,  0.75,  0.05882,  0.05882,  0.05882,  1.00
583, 10716, -2316.2168,  33861.875, -33941.00,  0.73913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
584, 10692, -2316.2168,  33861.875, -8485.25,  0.73913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
585, 10691,  6905.50146,  33231.09375, -8485.25,  0.78261,  0.75,  0.05882,  0.05882,  0.05882,  1.00
586, 10715,  6905.50146,  33231.09375, -33941.00,  0.78261,  0.25,  0.56078,  0.56078,  0.56078,  1.00
587, 10716, -2316.2168,  33861.875, -33941.00,  0.73913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
588, 10692, -2316.2168,  33861.875, -8485.25,  0.73913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
589, 10717, -11366.14746,  31981.27734, -33941.00,  0.69565,  0.25,  0.56078,  0.56078,  0.56078,  1.00
590, 10693, -11366.14746,  31981.27734, -8485.25,  0.69565,  0.75,  0.05882,  0.05882,  0.05882,  1.00
591, 10692, -2316.2168,  33861.875, -8485.25,  0.73913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
592, 10716, -2316.2168,  33861.875, -33941.00,  0.73913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
593, 10717, -11366.14746,  31981.27734, -33941.00,  0.69565,  0.25,  0.56078,  0.56078,  0.56078,  1.00
594, 10693, -11366.14746,  31981.27734, -8485.25,  0.69565,  0.75,  0.05882,  0.05882,  0.05882,  1.00
595, 10718, -19573.10742,  27728.77344, -33941.00,  0.65217,  0.25,  0.56078,  0.56078,  0.56078,  1.00
596, 10694, -19573.10742,  27728.77344, -8485.25,  0.65217,  0.75,  0.05882,  0.05882,  0.05882,  1.00
597, 10693, -11366.14746,  31981.27734, -8485.25,  0.69565,  0.75,  0.05882,  0.05882,  0.05882,  1.00
598, 10717, -11366.14746,  31981.27734, -33941.00,  0.69565,  0.25,  0.56078,  0.56078,  0.56078,  1.00
599, 10718, -19573.10742,  27728.77344, -33941.00,  0.65217,  0.25,  0.56078,  0.56078,  0.56078,  1.00
600, 10694, -19573.10742,  27728.77344, -8485.25,  0.65217,  0.75,  0.05882,  0.05882,  0.05882,  1.00
601, 10719, -26328.41797,  21419.75586, -33941.00,  0.6087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
602, 10695, -26328.41797,  21419.75586, -8485.25,  0.6087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
603, 10694, -19573.10742,  27728.77344, -8485.25,  0.65217,  0.75,  0.05882,  0.05882,  0.05882,  1.00
604, 10718, -19573.10742,  27728.77344, -33941.00,  0.65217,  0.25,  0.56078,  0.56078,  0.56078,  1.00
605, 10719, -26328.41797,  21419.75586, -33941.00,  0.6087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
606, 10695, -26328.41797,  21419.75586, -8485.25,  0.6087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
607, 10720, -31131.06836,  13522.13281, -33941.00,  0.56522,  0.25,  0.56078,  0.56078,  0.56078,  1.00
608, 10696, -31131.06836,  13522.13281, -8485.25,  0.56522,  0.75,  0.05882,  0.05882,  0.05882,  1.00
609, 10695, -26328.41797,  21419.75586, -8485.25,  0.6087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
610, 10719, -26328.41797,  21419.75586, -33941.00,  0.6087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
611, 10720, -31131.06836,  13522.13281, -33941.00,  0.56522,  0.25,  0.56078,  0.56078,  0.56078,  1.00
612, 10696, -31131.06836,  13522.13281, -8485.25,  0.56522,  0.75,  0.05882,  0.05882,  0.05882,  1.00
613, 10721, -33624.87109,  4621.62842, -33941.00,  0.52174,  0.25,  0.56078,  0.56078,  0.56078,  1.00
614, 10697, -33624.87109,  4621.62842, -8485.25,  0.52174,  0.75,  0.05882,  0.05882,  0.05882,  1.00
615, 10696, -31131.06836,  13522.13281, -8485.25,  0.56522,  0.75,  0.05882,  0.05882,  0.05882,  1.00
616, 10720, -31131.06836,  13522.13281, -33941.00,  0.56522,  0.25,  0.56078,  0.56078,  0.56078,  1.00
617, 10721, -33624.87109,  4621.62842, -33941.00,  0.52174,  0.25,  0.56078,  0.56078,  0.56078,  1.00
618, 10697, -33624.87109,  4621.62842, -8485.25,  0.52174,  0.75,  0.05882,  0.05882,  0.05882,  1.00
619, 10722, -33624.87109, -4621.63428, -33941.00,  0.47826,  0.25,  0.56078,  0.56078,  0.56078,  1.00
620, 10698, -33624.87109, -4621.63428, -8485.25,  0.47826,  0.75,  0.05882,  0.05882,  0.05882,  1.00
621, 10697, -33624.87109,  4621.62842, -8485.25,  0.52174,  0.75,  0.05882,  0.05882,  0.05882,  1.00
622, 10721, -33624.87109,  4621.62842, -33941.00,  0.52174,  0.25,  0.56078,  0.56078,  0.56078,  1.00
623, 10722, -33624.87109, -4621.63428, -33941.00,  0.47826,  0.25,  0.56078,  0.56078,  0.56078,  1.00
624, 10698, -33624.87109, -4621.63428, -8485.25,  0.47826,  0.75,  0.05882,  0.05882,  0.05882,  1.00
625, 10723, -31131.06836, -13522.13086, -33941.00,  0.43478,  0.25,  0.56078,  0.56078,  0.56078,  1.00
626, 10699, -31131.06836, -13522.13086, -8485.25,  0.43478,  0.75,  0.05882,  0.05882,  0.05882,  1.00
627, 10698, -33624.87109, -4621.63428, -8485.25,  0.47826,  0.75,  0.05882,  0.05882,  0.05882,  1.00
628, 10722, -33624.87109, -4621.63428, -33941.00,  0.47826,  0.25,  0.56078,  0.56078,  0.56078,  1.00
629, 10723, -31131.06836, -13522.13086, -33941.00,  0.43478,  0.25,  0.56078,  0.56078,  0.56078,  1.00
630, 10699, -31131.06836, -13522.13086, -8485.25,  0.43478,  0.75,  0.05882,  0.05882,  0.05882,  1.00
631, 10724, -26328.41797, -21419.75391, -33941.00,  0.3913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
632, 10700, -26328.41797, -21419.75391, -8485.25,  0.3913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
633, 10699, -31131.06836, -13522.13086, -8485.25,  0.43478,  0.75,  0.05882,  0.05882,  0.05882,  1.00
634, 10723, -31131.06836, -13522.13086, -33941.00,  0.43478,  0.25,  0.56078,  0.56078,  0.56078,  1.00
635, 10724, -26328.41797, -21419.75391, -33941.00,  0.3913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
636, 10700, -26328.41797, -21419.75391, -8485.25,  0.3913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
637, 10725, -19573.10156, -27728.7793, -33941.00,  0.34783,  0.25,  0.56078,  0.56078,  0.56078,  1.00
638, 10701, -19573.10156, -27728.7793, -8485.25,  0.34783,  0.75,  0.05882,  0.05882,  0.05882,  1.00
639, 10700, -26328.41797, -21419.75391, -8485.25,  0.3913,  0.75,  0.05882,  0.05882,  0.05882,  1.00
640, 10724, -26328.41797, -21419.75391, -33941.00,  0.3913,  0.25,  0.56078,  0.56078,  0.56078,  1.00
641, 10725, -19573.10156, -27728.7793, -33941.00,  0.34783,  0.25,  0.56078,  0.56078,  0.56078,  1.00
642, 10701, -19573.10156, -27728.7793, -8485.25,  0.34783,  0.75,  0.05882,  0.05882,  0.05882,  1.00
643, 10726, -11366.14648, -31981.27734, -33941.00,  0.30435,  0.25,  0.56078,  0.56078,  0.56078,  1.00
644, 10702, -11366.14648, -31981.27734, -8485.25,  0.30435,  0.75,  0.05882,  0.05882,  0.05882,  1.00
645, 10701, -19573.10156, -27728.7793, -8485.25,  0.34783,  0.75,  0.05882,  0.05882,  0.05882,  1.00
646, 10725, -19573.10156, -27728.7793, -33941.00,  0.34783,  0.25,  0.56078,  0.56078,  0.56078,  1.00
647, 10726, -11366.14648, -31981.27734, -33941.00,  0.30435,  0.25,  0.56078,  0.56078,  0.56078,  1.00
648, 10702, -11366.14648, -31981.27734, -8485.25,  0.30435,  0.75,  0.05882,  0.05882,  0.05882,  1.00
649, 10727, -2316.21484, -33861.875, -33941.00,  0.26087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
650, 10703, -2316.21484, -33861.875, -8485.25,  0.26087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
651, 10702, -11366.14648, -31981.27734, -8485.25,  0.30435,  0.75,  0.05882,  0.05882,  0.05882,  1.00
652, 10726, -11366.14648, -31981.27734, -33941.00,  0.30435,  0.25,  0.56078,  0.56078,  0.56078,  1.00
653, 10727, -2316.21484, -33861.875, -33941.00,  0.26087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
654, 10703, -2316.21484, -33861.875, -8485.25,  0.26087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
655, 10728,  6905.49951, -33231.09375, -33941.00,  0.21739,  0.25,  0.56078,  0.56078,  0.56078,  1.00
656, 10704,  6905.49951, -33231.09375, -8485.25,  0.21739,  0.75,  0.05882,  0.05882,  0.05882,  1.00
657, 10703, -2316.21484, -33861.875, -8485.25,  0.26087,  0.75,  0.05882,  0.05882,  0.05882,  1.00
658, 10727, -2316.21484, -33861.875, -33941.00,  0.26087,  0.25,  0.56078,  0.56078,  0.56078,  1.00
659, 10728,  6905.49951, -33231.09375, -33941.00,  0.21739,  0.25,  0.56078,  0.56078,  0.56078,  1.00
660, 10704,  6905.49951, -33231.09375, -8485.25,  0.21739,  0.75,  0.05882,  0.05882,  0.05882,  1.00
661, 10729,  15615.06543, -30135.71484, -33941.00,  0.17391,  0.25,  0.56078,  0.56078,  0.56078,  1.00
662, 10705,  15615.06543, -30135.71484, -8485.25,  0.17391,  0.75,  0.05882,  0.05882,  0.05882,  1.00
663, 10704,  6905.49951, -33231.09375, -8485.25,  0.21739,  0.75,  0.05882,  0.05882,  0.05882,  1.00
664, 10728,  6905.49951, -33231.09375, -33941.00,  0.21739,  0.25,  0.56078,  0.56078,  0.56078,  1.00
665, 10729,  15615.06543, -30135.71484, -33941.00,  0.17391,  0.25,  0.56078,  0.56078,  0.56078,  1.00
666, 10705,  15615.06543, -30135.71484, -8485.25,  0.17391,  0.75,  0.05882,  0.05882,  0.05882,  1.00
667, 10730,  23166.5332, -24805.30664, -33941.00,  0.13043,  0.25,  0.56078,  0.56078,  0.56078,  1.00
668, 10706,  23166.5332, -24805.30664, -8485.25,  0.13043,  0.75,  0.05882,  0.05882,  0.05882,  1.00
669, 10705,  15615.06543, -30135.71484, -8485.25,  0.17391,  0.75,  0.05882,  0.05882,  0.05882,  1.00
670, 10729,  15615.06543, -30135.71484, -33941.00,  0.17391,  0.25,  0.56078,  0.56078,  0.56078,  1.00
671, 10730,  23166.5332, -24805.30664, -33941.00,  0.13043,  0.25,  0.56078,  0.56078,  0.56078,  1.00
672, 10706,  23166.5332, -24805.30664, -8485.25,  0.13043,  0.75,  0.05882,  0.05882,  0.05882,  1.00
673, 10731,  28999.85352, -17635.19141, -33941.00,  0.08696,  0.25,  0.56078,  0.56078,  0.56078,  1.00
674, 10707,  28999.85352, -17635.19141, -8485.25,  0.08696,  0.75,  0.05882,  0.05882,  0.05882,  1.00
675, 10706,  23166.5332, -24805.30664, -8485.25,  0.13043,  0.75,  0.05882,  0.05882,  0.05882,  1.00
676, 10730,  23166.5332, -24805.30664, -33941.00,  0.13043,  0.25,  0.56078,  0.56078,  0.56078,  1.00
677, 10731,  28999.85352, -17635.19141, -33941.00,  0.08696,  0.25,  0.56078,  0.56078,  0.56078,  1.00
678, 10707,  28999.85352, -17635.19141, -8485.25,  0.08696,  0.75,  0.05882,  0.05882,  0.05882,  1.00
679, 10732,  32682.37695, -9157.16504, -33941.00,  0.04348,  0.25,  0.56078,  0.56078,  0.56078,  1.00
680, 10708,  32682.37695, -9157.16504, -8485.25,  0.04348,  0.75,  0.05882,  0.05882,  0.05882,  1.00
681, 10707,  28999.85352, -17635.19141, -8485.25,  0.08696,  0.75,  0.05882,  0.05882,  0.05882,  1.00
682, 10731,  28999.85352, -17635.19141, -33941.00,  0.08696,  0.25,  0.56078,  0.56078,  0.56078,  1.00
683, 10732,  32682.37695, -9157.16504, -33941.00,  0.04348,  0.25,  0.56078,  0.56078,  0.56078,  1.00
684, 10708,  32682.37695, -9157.16504, -8485.25,  0.04348,  0.75,  0.05882,  0.05882,  0.05882,  1.00
685, 10733,  33941.00,  0.00593, -33941.00,  0.00,  0.25,  0.56078,  0.56078,  0.56078,  1.00
686, 10709,  33941.00,  0.00593, -8485.25,  0.00,  0.75,  0.05882,  0.05882,  0.05882,  1.00
687, 10708,  32682.37695, -9157.16504, -8485.25,  0.04348,  0.75,  0.05882,  0.05882,  0.05882,  1.00
